,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,w
196,0,1,17,1,0,1,4,4,3,4,1,1,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,51
197,0,1,16,0,1,1,3,3,4,2,1,0,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,59
198,0,0,17,1,0,1,4,4,3,4,1,1,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,54
199,0,0,16,1,1,1,4,4,4,4,3,1,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,43
200,0,0,16,1,0,1,4,3,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,52
201,0,0,16,1,0,1,2,3,2,2,3,1,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,48
202,0,0,17,1,0,1,1,1,2,2,0,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,45
203,0,0,17,0,0,1,2,2,2,2,3,1,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,38
204,0,0,16,0,0,1,2,2,3,3,3,1,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,45
205,0,0,17,1,0,1,3,4,0,3,1,1,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,45
206,0,0,16,1,0,0,3,1,3,2,0,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,47
207,0,0,16,1,0,1,4,3,4,2,2,1,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,61
208,0,0,16,1,0,1,1,1,0,2,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,52
209,0,0,17,0,0,1,4,3,4,2,3,1,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,51
210,0,0,19,1,0,1,3,3,2,2,3,2,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,60
211,0,1,17,1,1,1,4,4,3,2,1,1,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,46
212,0,0,16,1,0,0,2,2,2,2,3,1,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,50
213,0,1,18,1,0,1,2,2,3,2,1,1,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,54
214,0,0,17,0,1,1,4,4,3,2,2,1,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,48
215,0,0,17,1,1,1,3,2,2,2,3,1,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,45
216,0,0,17,1,0,1,4,3,2,2,3,1,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,42
217,0,1,18,1,1,1,3,3,3,1,1,0,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,42
218,0,0,17,1,0,1,2,3,0,2,1,0,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,37
219,0,0,17,1,0,1,2,2,0,0,0,1,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,59
220,0,0,17,0,0,1,2,1,0,3,3,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,47
221,0,0,17,1,0,1,1,1,0,2,3,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,52
222,0,0,16,1,0,1,2,3,3,4,2,1,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,46
223,0,1,18,1,0,1,2,2,2,2,1,1,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,47
224,0,0,16,1,0,1,4,4,4,3,1,1,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,51
225,0,0,18,0,0,1,3,1,2,2,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,52
226,0,0,17,1,0,1,3,2,2,2,0,1,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,35
227,0,1,17,1,1,1,2,3,3,3,3,0,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,55
228,0,1,18,1,1,1,2,1,0,2,0,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,53
229,0,0,17,1,0,0,2,1,2,2,0,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,48
230,0,0,17,1,1,1,4,3,1,2,3,0,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,45
231,0,1,17,0,0,1,2,2,2,2,0,0,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,42
232,0,1,17,1,0,1,4,4,4,4,3,1,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,54
233,0,1,16,1,0,1,4,4,1,2,3,0,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,57
234,0,1,16,1,1,1,1,1,2,2,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,49
235,0,1,16,1,0,1,3,2,0,2,3,1,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,53
236,0,1,17,1,1,1,2,2,2,2,1,0,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,51
237,0,0,16,1,0,1,2,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,45
238,0,0,17,0,0,1,2,1,0,3,0,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,53
239,0,1,18,1,0,1,2,2,2,3,3,0,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,55
240,0,1,17,1,1,1,4,3,1,2,0,1,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,56
241,0,1,17,0,1,0,4,4,4,2,0,1,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,51
242,0,1,16,1,1,1,4,3,4,2,0,1,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,46
243,0,1,16,1,0,1,4,4,3,3,0,1,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,48
244,0,0,18,1,0,1,2,1,2,2,0,2,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,54
245,0,1,16,1,0,1,2,1,2,2,0,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,50
246,0,1,17,1,0,1,2,3,2,2,0,0,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,45
247,0,1,22,1,0,1,3,1,3,3,2,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,47
248,0,1,18,0,1,1,3,3,2,3,0,1,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,50
249,0,1,16,1,0,1,0,2,2,2,2,1,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,53
250,0,1,18,1,0,1,3,2,3,2,0,1,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,56
251,0,1,16,1,0,1,3,3,0,2,3,2,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,45
252,0,1,18,1,0,1,2,1,3,3,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,53
253,0,1,16,0,0,1,2,1,2,2,0,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,57
254,0,1,17,0,0,1,2,1,2,2,0,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,39
255,0,1,17,1,1,1,1,1,1,2,0,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,38
256,0,0,17,1,1,1,4,2,4,3,3,1,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,54
257,0,1,19,1,1,0,4,3,3,0,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,59
258,0,1,18,1,0,1,2,1,2,2,1,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,42
259,0,0,17,1,1,1,2,2,3,3,0,0,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,52
260,0,0,18,1,0,1,4,3,3,2,1,0,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,55
261,0,1,18,1,0,1,4,3,4,2,0,1,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,52
262,0,1,18,0,0,1,3,2,2,2,0,1,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,40
263,0,0,17,1,0,1,3,3,2,2,1,1,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,55
264,0,0,18,1,0,1,2,2,0,3,1,1,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,57
265,0,1,18,0,1,0,3,4,2,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,54
266,0,1,17,1,0,1,3,1,3,2,2,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,42
267,0,0,18,0,0,1,4,4,4,2,3,1,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,51
268,0,1,18,1,0,1,4,2,1,2,3,0,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,50
269,0,0,18,0,0,1,2,1,2,2,3,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,49
270,0,0,19,1,0,1,3,3,2,3,1,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,50
271,0,0,18,1,0,1,2,3,2,3,3,0,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,50
272,0,0,18,1,1,1,1,1,2,2,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,51
273,0,1,17,0,0,1,1,2,0,0,1,1,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,58
274,0,0,17,1,0,1,2,4,0,1,3,1,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,47
275,0,0,17,1,1,1,2,2,3,2,0,1,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,49
276,0,0,18,0,0,0,3,2,2,3,1,1,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,58
277,0,1,18,1,0,1,4,4,4,3,1,1,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,40
278,0,0,18,1,0,1,4,4,1,1,3,0,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,47
279,0,1,18,1,1,1,4,3,4,3,0,1,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,42
280,0,1,17,1,1,0,4,1,3,2,1,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,44
281,0,1,17,1,1,0,3,2,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,35
282,0,0,18,0,1,1,1,1,0,2,3,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,47
283,0,0,18,1,0,1,1,1,2,2,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,47
284,0,0,17,1,0,1,2,2,2,2,0,1,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,61
285,0,1,17,1,0,1,1,1,2,2,3,0,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,58
286,0,0,18,1,0,1,2,2,0,0,2,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,46
287,0,0,17,1,0,1,1,1,3,4,3,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,51
288,0,1,18,1,0,1,2,1,3,3,3,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,54
289,0,1,18,1,1,0,4,4,4,4,3,1,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,41
290,0,1,18,1,0,1,4,2,4,2,1,1,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,43
291,0,0,17,1,0,1,4,3,1,3,3,1,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,44
292,0,0,18,1,1,1,2,1,3,0,3,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,58
293,0,0,17,0,1,1,3,1,3,2,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,42
294,0,1,18,0,1,1,3,2,3,2,3,1,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,54
295,0,1,17,1,0,1,3,3,1,2,1,1,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,62
296,0,0,19,1,0,1,4,4,1,2,3,2,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,48
297,0,0,18,1,1,1,4,3,2,2,1,2,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,38
298,0,0,18,1,0,1,4,3,2,2,3,0,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,53
299,0,1,18,1,1,1,4,4,4,4,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,55
300,0,0,18,1,1,0,4,4,1,2,1,1,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,56
301,0,1,17,1,1,1,4,4,2,4,1,0,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,53
302,0,0,17,1,0,1,4,2,2,2,3,1,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,48
303,0,0,17,1,0,1,3,2,1,1,3,0,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,34
304,0,1,19,1,0,1,3,3,2,2,1,2,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,50
305,0,0,18,1,0,1,2,4,3,0,3,2,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,40
306,0,1,20,1,0,0,3,2,3,2,0,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,50
307,0,1,19,1,0,1,4,4,4,3,3,2,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,45
308,0,1,19,0,0,1,3,3,2,3,3,0,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,46
309,0,0,19,1,1,1,1,1,0,2,3,2,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,51
310,0,0,19,1,1,1,1,2,3,3,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,52
311,0,0,19,1,0,1,2,1,0,2,2,2,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,64
312,0,1,19,1,0,1,1,2,2,3,0,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,46
313,0,0,19,1,1,1,3,2,3,2,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,47
314,0,0,19,1,0,1,1,1,0,1,1,2,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,70
315,0,0,19,0,0,1,2,3,2,2,3,2,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,43
316,0,0,18,1,0,1,2,1,3,2,0,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,44
317,0,0,18,1,0,1,4,3,2,2,0,1,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,52
318,0,0,17,0,0,1,3,4,0,3,0,0,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,47
319,0,0,18,1,0,1,4,4,4,2,0,1,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,51
320,0,0,17,1,0,0,4,3,3,3,0,1,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,49
321,0,0,17,1,0,1,2,2,2,2,0,1,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,49
322,0,0,17,0,1,1,2,2,3,3,0,1,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,53
323,0,0,17,1,0,1,3,1,3,3,0,0,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,59
324,0,0,17,1,1,1,0,2,0,0,1,0,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,43
325,0,1,18,1,0,1,4,4,2,2,0,1,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,51
326,0,1,17,1,0,1,3,3,2,3,3,1,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,44
327,0,1,17,0,0,1,2,2,3,2,0,1,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,45
328,0,0,17,1,0,1,4,4,4,3,0,1,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,53
329,0,0,17,1,0,1,4,4,4,4,0,1,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,61
330,0,1,18,1,1,1,2,2,2,2,0,1,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,49
331,0,0,17,0,0,1,2,4,0,2,0,0,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,45
332,0,0,18,1,0,1,3,3,3,3,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,39
333,0,0,18,1,1,1,2,2,2,2,1,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,49
334,0,0,18,0,0,1,2,2,0,2,0,1,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,40
335,0,0,17,1,0,1,3,4,3,2,0,1,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,59
336,0,0,19,0,0,0,3,1,3,0,1,2,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,47
337,0,0,17,1,0,1,3,2,2,2,1,1,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,53
338,0,0,18,1,1,1,3,3,3,3,1,1,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,44
339,0,0,17,0,0,0,3,2,2,2,1,1,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,53
340,0,0,19,1,0,1,2,1,3,3,1,2,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,43
341,0,1,18,1,0,1,4,4,4,3,1,0,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,56
342,0,1,18,1,1,1,3,4,3,2,1,1,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,65
343,0,0,17,1,0,0,2,2,0,0,1,0,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,37
344,0,0,18,1,0,1,2,3,0,2,0,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,45
345,0,0,18,1,0,1,3,2,2,3,2,1,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,54
346,0,1,18,0,0,1,4,3,4,3,0,1,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,49
347,0,1,18,1,0,1,4,3,4,2,0,1,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,55
348,0,0,17,1,0,1,4,3,1,2,3,1,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,47
349,1,1,18,0,0,1,3,2,2,2,0,1,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,50
350,1,1,19,0,0,1,1,1,2,3,1,2,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,46
351,1,1,17,1,0,1,3,3,1,2,0,1,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,58
352,1,1,18,1,1,1,1,3,0,3,0,1,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,50
353,1,1,19,0,0,1,1,1,2,2,1,2,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,60
354,1,1,17,0,0,1,4,3,3,2,1,1,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,53
355,1,0,18,1,0,1,3,3,3,3,0,0,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,38
356,1,0,17,0,0,1,4,4,4,3,2,0,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,46
357,1,0,17,1,1,0,3,2,3,2,3,1,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,36
358,1,1,18,1,1,1,1,1,2,3,1,0,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,45
359,1,0,18,1,1,1,1,1,0,3,0,0,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,52
360,1,0,18,0,1,0,1,4,0,2,0,1,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,66
361,1,1,18,0,1,1,1,1,0,2,2,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,40
362,1,0,18,1,0,1,3,3,3,3,2,1,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,48
363,1,0,17,1,1,1,4,4,0,0,0,1,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,57
364,1,0,17,0,0,1,1,2,2,3,0,0,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,52
365,1,1,18,0,0,1,1,3,0,2,0,1,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,52
366,1,1,18,1,1,1,4,4,4,3,2,1,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,50
367,1,0,17,0,0,1,1,1,2,3,3,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,48
368,1,0,18,1,0,1,2,3,0,3,0,0,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,47
369,1,0,18,0,0,1,4,4,2,4,2,0,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,47
370,1,0,19,1,1,1,3,2,3,3,1,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,44
371,1,1,18,0,1,1,1,2,0,3,2,0,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,44
372,1,0,17,1,0,1,2,2,2,0,1,1,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,40
373,1,0,17,0,0,1,1,2,2,2,0,1,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,55
374,1,0,18,0,1,1,4,4,2,2,3,1,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,54
375,1,0,18,0,0,1,1,1,2,2,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,35
376,1,0,20,1,0,1,4,2,1,2,0,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,53
377,1,0,18,0,1,1,4,4,4,3,0,1,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,54
378,1,0,18,1,0,1,3,3,2,2,1,1,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,44
379,1,0,17,0,0,1,3,1,0,2,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,47
380,1,1,18,1,0,1,4,4,4,4,1,0,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14,64
381,1,1,18,0,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,6,7,45
382,1,1,17,1,0,1,2,3,2,3,1,0,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,11,11,10,55
383,1,1,19,0,0,1,1,1,2,3,2,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,6,5,0,60
384,1,1,18,0,0,1,4,2,2,2,1,0,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,6,5,5,45
385,1,0,18,0,0,1,2,2,0,2,2,1,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,50
386,1,0,18,0,0,1,4,4,4,0,3,1,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,55
387,1,0,19,0,0,1,2,3,3,2,0,1,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,7,5,0,45
388,1,0,18,1,1,1,3,1,4,3,0,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,49
389,1,0,18,1,0,1,1,1,2,2,0,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,6,5,0,56
390,1,1,20,1,1,0,2,2,3,3,0,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9,9,9,54
391,1,1,17,1,1,1,3,1,3,3,0,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16,56
392,1,1,21,0,0,1,1,1,2,2,0,2,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7,63
393,1,1,18,0,1,1,3,2,3,2,0,1,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11,12,10,46
